Element	gaucher's disease	keratinocyte differentiation	krabbe disease	neutrophil degranulation	niemann-pick disease	regulation of programmed nerotic cell death
m1887	0	0	0	0	0	0
m1551	0	0	0	0	0	0
m1888	0	0	0	0	0	0
m1889	0	0	0	0	0	0
m1890	0	0	0	0	0	0
m1891	0	0	0	0	0	0
m1892	0	0	0	0	0	0
m1893	0	0	0	0	0	0
m1894	0	0	0	0	0	0
m1895	0	0	0	0	0	0
m1896	0	0	0	0	0	0
m1897	0	0	0	0	0	0
m1898	0	0	0	0	0	0
m1899	0	0	0	0	0	0
m1900	0	0	0	0	0	0
m1901	0	0	0	0	0	0
m1902	0	0	0	0	0	0
m1903	0	0	0	0	0	0
m1904	0	0	0	0	0	0
m1905	0	0	0	0	0	0
m1906	0	0	0	0	0	0
m1907	0	0	0	0	0	0
m1908	0	0	0	0	0	0
m1909	0	0	0	0	0	0
m1910	0	0	0	0	0	0
m1911	0	0	0	0	0	0
m1912	0	0	0	0	0	0
m1913	0	0	0	0	0	0
m1914	0	0	0	0	0	0
m1915	0	0	0	0	0	0
m1916	0	0	0	0	0	0
m1917	0	0	0	0	0	0
m1918	0	0	0	0	0	0
m1919	0	0	0	0	0	0
m1920	0	0	0	0	0	0
m1921	0	0	0	0	0	0
m1924	0	0	0	0	0	0
m1923	0	0	0	0	0	0
m1926	0	0	0	0	0	0
m1927	0	0	0	0	0	0
m1930	0	0	0	0	0	0
m1931	0	0	0	0	0	0
m1932	0	0	0	0	0	0
m1933	0	0	0	0	0	0
m1934	0	0	0	0	0	0
m1935	0	0	0	0	0	0
m1936	0	0	0	0	0	0
m1937	0	0	0	0	0	0
m1938	0	0	0	0	0	0
m1940	0	0	0	0	0	0
m1941	0	0	0	0	0	0
m1942	0	0	0	0	0	0
m1943	0	0	0	0	0	0
m1944	0	0	0	0	0	0
m1945	0	0	0	0	0	0
m1946	0	0	0	0	0	0
m1948	0	0	0	0	0	0
m1949	0	0	0	0	0	0
m1950	0	0	0	0	0	0
m1951	0	0	0	0	0	0
m1952	0	0	0	0	0	0
m1953	0	0	0	0	0	0
m1954	0	0	0	0	0	0
m1222	0	0	0	0	0	0
m1956	0	0	0	0	0	0
m1957	0	0	0	0	0	0
m1960	0	0	0	0	0	0
m1963	0	0	0	0	0	0
m1969	0	0	0	0	0	0
m1981	0	0	0	0	0	0
m1984	0	0	0	0	0	0
m1985	0	0	0	0	0	0
m1986	0	0	0	0	0	0
m1987	0	0	0	0	0	0
m1988	0	0	0	0	0	0
m1989	0	0	0	0	0	0
m1990	0	0	0	0	0	0
m1991	0	0	0	0	0	0
m1992	0	0	0	0	0	0
m1993	0	0	0	0	0	0
m1995	0	0	0	0	0	0
m1996	0	0	0	0	0	0
m1997	0	0	0	0	0	0
m1998	0	0	0	0	0	0
m1999	0	0	0	0	0	0
m2000	0	0	0	0	0	0
m573	0	0	0	0	0	0
m2001	0	0	0	0	0	0
m2002	0	0	0	0	0	0
m1955	0	0	0	0	0	0
m2003	0	0	0	0	0	0
m2004	0	0	0	0	0	0
m2005	0	0	0	0	0	0
m2006	0	0	0	0	0	0
m2007	0	0	0	0	0	0
m2008	0	0	0	0	0	0
m2009	0	0	0	0	0	0
m2010	0	0	0	0	0	0
m1834	0	0	0	0	0	0
m2011	0	0	0	0	0	0
m2012	0	0	0	0	0	0
m2013	0	0	0	0	0	0
m2014	0	0	0	0	0	0
m2015	0	0	0	0	0	0
m2016	0	0	0	0	0	0
m2017	0	0	0	0	0	0
m2018	0	0	0	0	0	0
m2019	0	0	0	0	0	0
m2020	0	0	0	0	0	0
m2021	0	0	0	0	0	0
m2022	0	0	0	0	0	0
m2023	0	0	0	0	0	0
m1409	0	0	0	0	0	0
m2024	0	0	0	0	0	0
m2025	0	0	0	0	0	0
m2026	0	0	0	0	0	0
m2027	0	0	0	0	0	0
m2028	0	0	0	0	0	0
m2029	0	0	0	0	0	0
m457	0	0	0	0	0	0
m2030	0	0	0	0	0	0
m2031	0	0	0	0	0	0
m2033	0	0	0	0	0	0
m1773	0	0	0	0	0	0
m2034	0	0	0	0	0	0
m2035	0	0	0	0	0	0
m2036	0	0	0	0	0	0
m1585	0	0	0	0	0	0
m2037	0	0	0	0	0	0
m2038	0	0	0	0	0	0
m2039	0	0	0	0	0	0
m2040	0	0	0	0	0	0
m2041	0	0	0	0	0	0
m2042	0	0	0	0	0	0
m2043	0	0	0	0	0	0
m2044	0	0	0	0	0	0
m2045	0	0	0	0	0	0
m2046	0	0	0	0	0	0
m2047	0	0	0	0	0	0
m2048	0	0	0	0	0	0
m2049	0	0	0	0	0	0
m2050	0	0	0	0	0	0
m2051	0	0	0	0	0	0
m2052	0	0	0	0	0	0
m2053	0	0	0	0	0	0
m2054	0	0	0	0	0	0
m2055	0	0	0	0	0	0
m2056	0	0	0	0	0	0
m2057	0	0	0	0	0	0
m2058	0	0	0	0	0	0
m2059	1	1	0	1	1	1
m2060	0	0	0	0	0	0
m2061	0	0	0	0	0	0
m2062	0	0	0	0	0	0
m2063	0	0	0	0	0	0
m2064	0	0	0	0	0	0
m2066	0	0	0	0	0	0
m2067	0	0	0	0	0	0
m2068	0	0	0	0	0	0
m2069	0	0	0	0	0	0
m2070	0	0	0	0	0	0
m2071	0	0	0	0	0	0
m2072	0	0	0	0	0	0
m2032	0	0	0	0	0	0
m2073	0	0	0	0	0	0
m2074	0	0	0	0	0	0
m2075	0	0	0	0	0	0
m2076	0	0	0	0	0	0
m2083	0	0	0	0	0	0
m2084	0	0	0	0	0	0
m2086	0	0	0	0	0	0
m2082	0	0	0	0	0	0
m2089	0	0	0	0	0	0
m2090	0	0	0	0	0	0
m2093	0	0	0	0	0	0
m2094	0	0	0	0	0	0
m2097	0	0	0	0	0	0
m2098	0	0	0	0	0	0
m2101	0	0	0	0	0	0
m2104	0	0	0	0	0	0
m2105	0	0	0	0	0	0
m2106	0.333333333333333	0.333333333333333	0	0.333333333333333	0.333333333333333	0.333333333333333
m2107	0	0	0	0	0	0
m2108	0	0	0	0	0	0
m2109	1	1	0	1	1	1
m2113	0	0	0	0	0	0
m2111	0	0	0	0	0	0
m2112	0	0	0	0	0	0
m2114	0	0	0	0	0	0
m2115	0	0	0	0	0	0
m2116	0	0	0	0	0	0
m2117	0	0	0	0	0	0
m2118	0	0	0	0	0	0
m2119	0	0	0	0	0	0
m2120	0	0	0	0	0	0
m2121	0	0	0	0	0	0
m2122	0	0	0	0	0	0
m2123	0	0	0	0	0	0
m2124	0	0	0	0	0	0
m2125	0	0	0	0	0	0
m2126	0	0	0	0	0	0
m2127	0	0	0	0	0	0
m2128	0	0	0	0	0	0
m2129	0	0	0	0	0	0
m2130	0	0	0	0	0	0
m2131	0	0	0	0	0	0
m2132	0	0	0	0	0	0
m2133	0	0	0	0	0	0
m2134	0	0	0	0	0	0
m2135	0	0	0	0	0	0
m2087	0	0	0	0	0	0
m2136	0	0	0	0	0	0
m2137	0	0	0	0	0	0
m2138	0	0	0	0	0	0
m1837	0	0	0	0	0	0
m2139	0	0	0	0	0	0
m2143	0	0	0	0	0	0
m2144	0	0	0	0	0	0
m2147	0	0	0	0	0	0
m2148	0	0	0	0	0	0
m2149	0.333333333333333	0.333333333333333	0	0.333333333333333	0.333333333333333	0.333333333333333
m2150	0	0	0	0	0	0
m2079	0	0	0	0	0	0
m2151	0	0	0	0	0	0
m2152	0	0	0	0	0	0
m2153	0	0	0	0	0	0
m2154	0	0	0	0	0	0
m2155	0	0	0	0	0	0
m2156	0	0	0	0	0	0
m2157	0	0	0	0	0	0
m2158	0	0	0	0	0	0
m2160	0	0	0	0	0	0
m2163	0	0	0	0	0	0
m2165	0	0	0	0	0	0
m2168	0	0	0	0	0	0
m2170	0	0	0	0	0	0
m2171	0	0	0	0	0	0
m2172	0	0	0	0	0	0
m2173	0	0	0	0	0	0
m2174	0	0	0	0	0	0
m2175	0	0	0	0	0	0
m2178	0	0	0	0	0	0
m2179	0	0	0	0	0	0
m2180	0	0	0	0	0	0
m2181	0	0	0	0	0	0
m2182	0	0	0	0	0	0
m2183	0	0	0	0	0	0
m2184	0	0	0	0	0	0
m2185	0	0	0	0	0	0
m1972	0	0	0	0	0	0
m1582	0	0	0	0	0	0
m1235	0	0	0	0	0	0
m2186	0	0	0	0	0	0
m2187	0	0	0	0	0	0
m2188	0	0	0	0	0	0
m1700	0	0	0	0	0	0
m2189	0	0	0	0	0	0
m1005	0	0	0	0	0	0
m2190	0	0	0	0	0	0
m2193	0	0	0	0	0	0
m2194	0	0	0	0	0	0
m2196	0	0	0	0	0	0
m1387	0	0	0	0	0	0
m2200	0	0	0	0	0	0
m2201	0	0	0	0	0	0
m2203	0	0	0	0	0	0
m2205	0	0	0	0	0	0
m2206	0	0	0	0	0	0
m2207	0	0	0	0	0	0
m2208	0	0	0	0	0	0
m2209	0	0	0	0	0	0
m2212	0	0	0	0	0	0
m2220	0	0	0	0	0	0
m2224	0	0	0	0	0	0
m2228	0	0	0	0	0	0
m2229	0	0	0	0	0	0
m2230	0	0	0	0	0	0
m2231	0	0	0	0	0	0
m2232	0	0	0	0	0	0
m2233	0	0	0	0	0	0
m2234	0	0	0	0	0	0
m2235	0	0	0	0	0	0
m2236	0	0	0	0	0	0
m206	0	0	0	0	0	0
m2237	0	0	0	0	0	0
m2238	0	0	0	0	0	0
m2239	0	0	0	0	0	0
m1225	0	0	0	0	0	0
m2240	0	0	0	0	0	0
m2241	0	0	0	0	0	0
m2242	0	0	0	0	0	0
m2243	0	0	0	0	0	0
m2244	0	0	0	0	0	0
m2245	0	0	0	0	0	0
m2246	0	0	0	0	0	0
m2247	0	0	0	0	0	0
m2248	0	0	0	0	0	0
m2251	0	0	0	0	0	0
m2252	0	0	0	0	0	0
m2253	0	0	0	0	0	0
m2254	0	0	0	0	0	0
m2256	0	0	0	0	0	0
m2257	0	0	0	0	0	0
m2258	0	0	0	0	0	0
m2259	0	0	0	0	0	0
m2260	0	0	0	0	0	0
m2261	0	0	0	0	0	0
m2262	0	0	0	0	0	0
m2263	0	0	0	0	0	0
m2264	0	0	0	0	0	0
m2265	0	0	0	0	0	0
m2266	0	0	0	0	0	0
m2267	0	0	0	0	0	0
m2268	0	0	0	0	0	0
m2269	0	0	0	0	0	0
m2270	0	0	0	0	0	0
m2271	0	0	0	0	0	0
m2272	0	0	0	0	0	0
m2273	0	0	0	0	0	0
m2274	0	0	0	0	0	0
m2275	0	0	0	0	0	0
m2276	0	0	0	0	0	0
m2277	0	0	0	0	0	0
m2278	0	0	0	0	0	0
m2279	1	1	0	1	1	1
m2280	0	0	0	0	0	0
m2281	0	0	0	0	0	0
m2282	0	0	0	0	0	0
m2283	0	0	0	0	0	0
m2284	0	0	0	0	0	0
m2285	0	0	0	0	0	0
m2286	0	0	0	0	0	0
m2287	0	0	0	0	0	0
m2288	0	0	0	0	0	0
m2289	0	0	0	0	0	0
m2291	0	0	0	0	0	0
m2292	0	0	0	0	0	0
m1705	0	0	0	0	0	0
m2293	0	0	0	0	0	0
m2294	0	0	0	0	0	0
m2295	0	0	0	0	0	0
m2296	0	0	0	0	0	0
m2297	0	0	0	0	0	0
m2298	0	0	0	0	0	0
m2299	0	0	0	0	0	0
m2300	0	0	0	0	0	0
m2301	0	0	0	0	0	0
m2302	0	0	0	0	0	0
m2306	0	0	0	0	0	0
m2307	0	0	0	0	0	0
m2308	0	0	0	0	0	0
m2309	0	0	0	0	0	0
m2310	0	0	0	0	0	0
m2311	0	0	0	0	0	0
m2312	0	0	0	0	0	0
m2313	0	0	0	0	0	0
m2314	0	0	0	0	0	0
m2315	0	0	0	0	0	0
m2316	0	0	0	0	0	0
m2317	0	0	0	0	0	0
m2318	0	0	0	0	0	0
m2319	0	0	0	0	0	0
m2320	0	0	0	0	0	0
m2321	0	0	0	0	0	0
m2322	0	0	0	0	0	0
m2323	0	0	0	0	0	0
m2324	0	0	0	0	0	0
m2326	0	0	0	0	0	0
m2327	0	0	0	0	0	0
m2328	0	0	0	0	0	0
m2330	0	0	0	0	0	0
m2331	0	0	0	0	0	0
m2332	0	0	0	0	0	0
m2333	0	0	0	0	0	0
m2334	0	0	0	0	0	0
m2335	0	0	0	0	0	0
m2336	0	0	0	0	0	0
m2337	0	0	0	0	0	0
m2338	0	0	0	0	0	0
m2339	0	0	0	0	0	0
m2340	0	0	0	0	0	0
m2341	0	0	0	0	0	0
m2342	0	0	0	0	0	0
m2343	0	0	0	0	0	0
m2344	0	0	0	0	0	0
m2345	0	0	0	0	0	0
m2346	0	0	0	0	0	0
m2100	0	0	0	0	0	0
m2349	0	0	0	0	0	0
m2355	0	0	0	0	0	0
m2362	0	0	0	0	0	0
m2367	0	0	0	0	0	0
m2368	0	0	0	0	0	0
m2369	0	0	0	0	0	0
m2370	0	0	0	0	0	0
m2371	0	0	0	0	0	0
m1785	0	0	0	0	0	0
m2372	0	0	0	0	0	0
m2373	0	0	0	0	0	0
m2374	0	0	0	0	0	0
m2375	0	0	0	0	0	0
m2376	0	0	0	0	0	0
m2377	0	0	0	0	0	0
m1717	0	0	0	0	0	0
m2378	0	0	0	0	0	0
m2379	0	0	0	0	0	0
m2380	0	0	0	0	0	0
m2381	0	0	0	0	0	0
m2382	0	0	0	0	0	0
m2383	0	0	0	0	0	0
m799	0	0	0	0	0	0
m2384	0	0	0	0	0	0
m2385	0	0	0	0	0	0
m2386	0	0	0	0	0	0
m2387	0	0	0	0	0	0
m2388	0	0	0	0	0	0
m2389	0	0	0	0	0	0
m2390	0	0	0	0	0	0
m2391	0	0	0	0	0	0
m2392	0	0	0	0	0	0
m2393	0	0	0	0	0	0
m2394	0	0	0	0	0	0
m2396	0	0	0	0	0	0
m2397	0	0	0	0	0	0
m2399	0	0	0	0	0	0
m2400	0	0	0	0	0	0
m2406	0	0	0	0	0	0
m2407	0	0	0	0	0	0
m2408	0	0	0	0	0	0
m2409	0	0	0	0	0	0
m2410	0	0	0	0	0	0
m2412	0	0	0	0	0	0
m2413	0	0	0	0	0	0
m2414	0	0	0	0	0	0
m2415	0	0	0	0	0	0
m2416	0	0	0	0	0	0
m2417	0	0	0	0	0	0
m2418	0	0	0	0	0	0
m2419	0	0	0	0	0	0
m2420	0	0	0	0	0	0
m2421	0	0	0	0	0	0
m2422	0	0	0	0	0	0
m2423	0	0	0	0	0	0
m2425	0	0	0	0	0	0
m2426	0	0	0	0	0	0
m2427	0	0	0	0	0	0
m2430	0	0	0	0	0	0
m2431	0	0	0	0	0	0
m2432	0	0	0	0	0	0
m2433	0	0	0	0	0	0
m2434	0	0	0	0	0	0
m2435	0	0	0	0	0	0
m2436	0	0	0	0	0	0
m2437	0	0	0	0	0	0
m2438	0	0	0	0	0	0
m2439	0	0	0	0	0	0
m2440	0	0	0	0	0	0
m2441	0	0	0	0	0	0
m2442	0	0	0	0	0	0
m2443	0	0	0	0	0	0
m2444	0	0	0	0	0	0
m2445	0	0	0	0	0	0
m2446	0	0	0	0	0	0
m2447	0	0	0	0	0	0
m2448	0	0	0	0	0	0
m2449	0	0	0	0	0	0
m2096	0	0	0	0	0	0
m632	0	0	0	0	0	0
m2451	0	0	0	0	0	0
m2455	0	0	0	0	0	0
m2456	0	0	0	0	0	0
m2457	0	0	0	0	0	0
m2458	0	0	0	0	0	0
m2459	0	0	0	0	0	0
m2460	0	0	0	0	0	0
m2463	0	0	0	0	0	0
m2464	0	0	0	0	0	0
m2465	0	0	0	0	0	0
m2466	0	0	0	0	0	0
m2467	0	0	0	0	0	0
m2468	0	0	0	0	0	0
m2469	0	0	0	0	0	0
m2470	0	0	0	0	0	0
m2471	0	0	0	0	0	0
m2472	0	0	0	0	0	0
m2473	0	0	0	0	0	0
m2474	0	0	0	0	0	0
m2475	0	0	0	0	0	0
m2476	0	0	0	0	0	0
m2477	0	0	0	0	0	0
m2478	0	0	0	0	0	0
m2479	0	0	0	0	0	0
m2480	0	0	0	0	0	0
m2481	0	0	0	0	0	0
m2482	0	0	0	0	0	0
m2483	0	0	0	0	0	0
m2484	0	0	0	0	0	0
m2485	0	0	0	0	0	0
m2486	0	0	0	0	0	0
m2487	0	0	0	0	0	0
m2488	0	0	0	0	0	0
m2489	0	0	0	0	0	0
m2077	0	0	0	0	0	0
m2490	0	0	0	0	0	0
m2491	0	0	0	0	0	0
m2492	0	0	0	0	0	0
m2493	0	0	0	0	0	0
m2494	0	0	0	0	0	0
m2495	0	0	0	0	0	0
m2496	0	0	0	0	0	0
m1983	0	0	0	0	0	0
m2497	0	0	0	0	0	0
m1776	0	0	0	0	0	0
m2498	0	0	0	0	0	0
m2499	0	0	0	0	0	0
m2500	0	0	0	0	0	0
m2501	0	0	0	0	0	0
m2502	0	0	0	0	0	0
m2503	0	0	0	0	0	0
m2504	0	0	0	0	0	0
m2505	0	0	0	0	0	0
m2506	0	0	0	0	0	0
m2507	0	0	0	0	0	0
m2508	0	0	0	0	0	0
m2509	0	0	0	0	0	0
m2510	0	0	0	0	0	0
m2511	0	0	0	0	0	0
m2512	0	0	0	0	0	0
m796	0	0	0	0	0	0
m2513	0	0	0	0	0	0
m2514	0	0	0	0	0	0
m2515	0	0	0	0	0	0
m2516	0	0	0	0	0	0
m2517	0	0	0	0	0	0
m2518	0	0	0	0	0	0
m1975	0	0	0	0	0	0
m2519	0	0	0	0	0	0
m2520	0	0	0	0	0	0
m2521	0	0	0	0	0	0
m2522	0	0	0	0	0	0
m2523	0	0	0	0	0	0
m2524	0	0	0	0	0	0
m2525	0	0	0	0	0	0
m2526	0	0	0	0	0	0
m2527	0	0	0	0	0	0
m870	0	0	0	0	0	0
m2528	0	0	0	0	0	0
m2529	0	0	0	0	0	0
m2530	0	0	0	0	0	0
m2531	0	0	0	0	0	0
m2532	0	0	0	0	0	0
m2533	0	0	0	0	0	0
m2534	0	0	0	0	0	0
m2535	0	0	0	0	0	0
m2536	0	0	0	0	0	0
m2537	0	0	0	0	0	0
m2538	0	0	0	0	0	0
m2539	0	0	0	0	0	0
m2540	0	0	0	0	0	0
m2541	0	0	0	0	0	0
m2542	0	0	0	0	0	0
m2543	0	0	0	0	0	0
m2544	0	0	0	0	0	0
m2545	0	0	0	0	0	0
m2159	0	0	0	0	0	0
m2546	0	0	0	0	0	0
m2547	0	0	0	0	0	0
m2548	0	0	0	0	0	0
m2549	0	0	0	0	0	0
m2550	0	0	0	0	0	0
m1978	0	0	0	0	0	0
m2551	0	0	0	0	0	0
m2552	0	0	0	0	0	0
m2553	0	0	0	0	0	0
m2554	0	0	0	0	0	0
m2555	0	0	0	0	0	0
m2556	0	0	0	0	0	0
m2557	0	0	0	0	0	0
m2558	0	0	0	0	0	0
m2559	0	0	0	0	0	0
m1746	0	0	0	0	0	0
m2560	0	0	0	0	0	0
m2561	0	0	0	0	0	0
m2562	0	0	0	0	0	0
m2563	0	0	0	0	0	0
m2564	0	0	0	0	0	0
m2565	0	0	0	0	0	0
m2566	0	0	0	0	0	0
m2567	0	0	0	0	0	0
m2568	0	0	0	0	0	0
m2569	0	0	0	0	0	0
m2570	0	0	0	0	0	0
m2221	0	0	0	0	0	0
m2571	0	0	0	0	0	0
m2572	0	0	0	0	0	0
m2573	0	0	0	0	0	0
m2574	0	0	0	0	0	0
m2575	0	0	0	0	0	0
m2576	0	0	0	0	0	0
m2577	0	0	0	0	0	0
m2578	0	0	0	0	0	0
m2579	0	0	0	0	0	0
m2580	0	0	0	0	0	0
m1025	0	0	0	0	0	0
m2581	0	0	0	0	0	0
m2582	0	0	0	0	0	0
m2583	0	0	0	0	0	0
m2585	0	0	0	0	0	0
m2586	0	0	0	0	0	0
m2587	0	0	0	0	0	0
m2588	0	0	0	0	0	0
m2589	0	0	0	0	0	0
m2590	0	0	0	0	0	0
m2591	0	0	0	0	0	0
m2592	0	0	0	0	0	0
m2596	0	0	0	0	0	0
m2597	0	0	0	0	0	0
m2598	0	0	0	0	0	0
m2599	0	0	0	0	0	0
m2600	0	0	0	0	0	0
m2601	0	0	0	0	0	0
m2602	0	0	0	0	0	0
m2603	0	0	0	0	0	0
m2604	0	0	0	0	0	0
m2605	0	0	0	0	0	0
m2606	0	0	0	0	0	0
m2607	0	0	0	0	0	0
m2608	0	0	0	0	0	0
m2611	0	0	0	0	0	0
m2612	0	0	0	0	0	0
m2085	0	0	0	0	0	0
m2613	0	0	0	0	0	0
m2080	0	0	0	0	0	0
m2614	0	0	0	0	0	0
m2615	0	0	0	0	0	0
m2616	0	0	0	0	0	0
m2617	0	0	0	0	0	0
m2618	0	0	0	0	0	0
m2619	0	0	0	0	0	0
m2620	0	0	0	0	0	0
m2621	0	0	0	0	0	0
m2622	0	0	0	0	0	0
m2623	0	0	0	0	0	0
m2624	0	0	0	0	0	0
m2625	0	0	0	0	0	0
m2626	0	0	0	0	0	0
m2627	0	0	0	0	0	0
m2631	0	0	0	0	0	0
m2632	0	0	0	0	0	0
m2633	0	0	0	0	0	0
m2634	0	0	0	0	0	0
m2635	0	0	0	0	0	0
m696	0	0	0	0	0	0
m2636	0	0	0	0	0	0
m2637	0	0	0	0	0	0
m2638	0	0	0	0	0	0
m2639	0	0	0	0	0	0
m2640	0	0	0	0	0	0
m2641	0	0	0	0	0	0
m693	0	0	0	0	0	0
m2642	0	0	0	0	0	0
m2643	0	0	0	0	0	0
m2644	0	0	0	0	0	0
m2645	0	0	0	0	0	0
m2646	0	0	0	0	0	0
m695	0	0	0	0	0	0
m2647	0	0	0	0	0	0
m2648	0	0	0	0	0	0
m2649	0	0	0	0	0	0
m2650	0	0	0	0	0	0
m2651	0	0	0	0	0	0
m2652	0	0	0	0	0	0
m2653	0	0	0	0	0	0
m2654	0	0	0	0	0	0
m2655	0	0	0	0	0	0
m2656	0	0	0	0	0	0
m2657	0	0	0	0	0	0
m2658	0	0	0	0	0	0
m2659	0	0	0	0	0	0
m2660	0	0	0	0	0	0
m2305	0	0	0	0	0	0
m2661	0	0	0	0	0	0
m2662	0	0	0	0	0	0
m2663	0	0	0	0	0	0
m2664	0	0	0	0	0	0
m2665	0	0	0	0	0	0
m2666	0	0	0	0	0	0
m2667	0	0	0	0	0	0
m2668	0	0	0	0	0	0
m1244	0	0	0	0	0	0
m2672	0	0	0	0	0	0
m2673	0	0	0	0	0	0
m2677	0	0	0	0	0	0
m2678	0	0	0	0	0	0
m2679	0	0	0	0	0	0
m2680	0	0	0	0	0	0
m2684	0	0	0	0	0	0
m2685	0	0	0	0	0	0
m2686	0	0	0	0	0	0
m1023	0	0	0	0	0	0
m2688	0	0	0	0	0	0
m2689	0	0	0	0	0	0
m2690	0	0	0	0	0	0
m2691	0	0	0	0	0	0
m2692	0	0	0	0	0	0
m2693	0	0	0	0	0	0
m2162	0	0	0	0	0	0
m2694	0	0	0	0	0	0
m2695	0	0	0	0	0	0
m2696	0	0	0	0	0	0
m2697	0	0	0	0	0	0
m2699	0	0	0	0	0	0
m2703	0	0	0	0	0	0
m2704	0	0	0	0	0	0
m2705	0	0	0	0	0	0
m2706	0	0	0	0	0	0
m2707	0	0	0	0	0	0
m2708	0	0	0	0	0	0
m2709	0	0	0	0	0	0
m2710	0	0	0	0	0	0
m2711	0	0	0	0	0	0
m363	0	0	0	0	0	0
m2712	0	0	0	0	0	0
m2713	0	0	0	0	0	0
m2716	0	0	0	0	0	0
m2718	0	0	0	0	0	0
m2719	0	0	0	0	0	0
m2720	0	0	0	0	0	0
m2723	0	0	0	0	0	0
m2725	0	0	0	0	0	0
m2728	0	0	0	0	0	0
m1580	0	0	0	0	0	0
m2730	0	0	0	0	0	0
m2731	0	0	0	0	0	0
m2732	0	0	0	0	0	0
m2733	0	0	0	0	0	0
m2734	0	0	0	0	0	0
m2735	0	0	0	0	0	0
m1723	0	0	0	0	0	0
m1226	0	0	0	0	0	0
m2736	0	0	0	0	0	0
m2737	0	0	0	0	0	0
m2738	0	0	0	0	0	0
m2739	0	0	0	0	0	0
m2740	0	0	0	0	0	0
m2741	0	0	0	0	0	0
m2742	0	0	0	0	0	0
m2081	0	0	0	0	0	0
m2743	0	0	0	0	0	0
m2744	0	0	0	0	0	0
m2745	0	0	0	0	0	0
m2746	0	0	0	0	0	0
m2747	0	0	0	0	0	0
m2748	0	0	0	0	0	0
m1384	0	0	0	0	0	0
m2749	0	0	0	0	0	0
m1573	0	0	0	0	0	0
m2750	0	0	0	0	0	0
m996	0	0	0	0	0	0
m2751	0	0	0	0	0	0
m2752	0	0	0	0	0	0
m2753	0	0	0	0	0	0
m2754	0	0	0	0	0	0
m2755	0	0	0	0	0	0
m2756	0	0	0	0	0	0
m2757	0	0	0	0	0	0
m2758	0	0	0	0	0	0
m2764	0	0	0	0	0	0
m2767	0	0	0	0	0	0
m2768	0	0	0	0	0	0
m2770	0	0	0	0	0	0
m2773	0	0	0	0	0	0
m2774	0	0	0	0	0	0
m2775	0	0	0	0	0	0
m2776	0	0	0	0	0	0
m2777	0	0	0	0	0	0
m2778	0	0	0	0	0	0
m2779	0	0	0	0	0	0
m2780	0	0	0	0	0	0
m2781	0	0	0	0	0	0
m2782	0	0	0	0	0	0
m2783	0	0	0	0	0	0
m480	0	0	0	0	0	0
m2787	0	0	0	0	0	0
m2788	0	0	0	0	0	0
m2789	0	0	0	0	0	0
m2790	0	0	0	0	0	0
m2791	0	0	0	0	0	0
m2792	0	0	0	0	0	0
m2800	0	0	0	0	0	0
m379	0	0	0	0	0	0
m2793	0	0	0	0	0	0
m2801	0	0	0	0	0	0
m2795	0	0	0	0	0	0
m2799	0	0	0	0	0	0
m2803	0	0	0	0	0	0
m2804	0	0	0	0	0	0
m2806	0	0	0	0	0	0
m2807	0	0	0	0	0	0
m2808	0	0	0	0	0	0
m2809	0	0	0	0	0	0
m2810	0	0	0	0	0	0
m2812	0	0	0	0	0	0
m2813	0	0	0	0	0	0
m2814	0	0	0	0	0	0
m2815	0	0	0	0	0	0
m2816	0	0	0	0	0	0
m2817	0	0	0	0	0	0
m2818	0	0	0	0	0	0
m2819	0	0	0	0	0	0
m2820	0	0	0	0	0	0
m2821	0	0	0	0	0	0
m2822	0	0	0	0	0	0
m2826	0	0	0	0	0	0
m2829	0	0	0	0	0	0
m2830	0	0	0	0	0	0
m2831	0	0	0	0	0	0
m2832	0	0	0	0	0	0
m2833	0	0	0	0	0	0
m2834	0	0	0	0	0	0
m2835	0	0	0	0	0	0
m2837	0	0	0	0	0	0
m2838	0	0	0	0	0	0
m2199	0	0	0	0	0	0
m2839	0	0	0	0	0	0
m2840	0	0	0	0	0	0
m2841	0	0	0	0	0	0
m2842	0	0	0	0	0	0
m2843	0	0	0	0	0	0
m2844	0	0	0	0	0	0
m2845	0	0	0	0	0	0
m2846	0	0	0	0	0	0
m2847	0	0	0	0	0	0
m2848	0	0	0	0	0	0
m2849	0	0	0	0	0	0
m2191	0	0	0	0	0	0
m2850	0	0	0	0	0	0
m2851	0	0	0	0	0	0
m2852	0	0	0	0	0	0
m2853	0	0	0	0	0	0
m2854	0	0	0	0	0	0
m2855	0	0	0	0	0	0
m2856	0	0	0	0	0	0
m2857	0	0	0	0	0	0
m2858	0	0	0	0	0	0
m2859	0	0	0	0	0	0
m2860	0	0	0	0	0	0
m2862	0	0	0	0	0	0
m2865	0	0	0	0	0	0
m2867	0	0	0	0	0	0
m2868	0	0	0	0	0	0
m2869	0	0	0	0	0	0
m2870	0	0	0	0	0	0
m2871	0	0	0	0	0	0
m2872	0	0	0	0	0	0
m2873	0	0	0	0	0	0
m2874	0	0	0	0	0	0
m2875	0	0	0	0	0	0
m2877	0	0	0	0	0	0
m2881	0	0	0	0	0	0
m2890	0	0	0	0	0	0
m2891	0	0	0	0	0	0
m2893	0	0	0	0	0	0
m2895	0	0	0	0	0	0
m2896	0	0	0	0	0	0
m2897	0	0	0	0	0	0
m2899	0	0	0	0	0	0
